Date,ice_days,frost_days,cdd,cwd,r99p,r95p,wsdi,csdi,sdii,gsl,r10mm,r20mm,prcptot,Municipality
2001,0,0,28,150,0,426.5483451,0,0,11.0078631,365,73,29,2157.541167,Anbukhaireni
2002,0,0,37,109,406.9991922,748.7608224,0,0,12.79549772,365,70,30,2482.326557,Anbukhaireni
2003,0,0,22,69,406.84326,732.6607422,0,8,13.43553345,365,81,35,2525.880289,Anbukhaireni
2004,0,0,26,122,147,723.9638955,0,6,12.95791836,366,78,34,2462.004489,Anbukhaireni
2005,0,0,23,89,110.8385788,304.3858828,15,6,10.20899392,365,53,23,1694.692992,Anbukhaireni
2006,0,0,70,57,219.6242903,781.8688038,17,0,12.22695401,365,63,25,2139.716952,Anbukhaireni
2007,0,0,32,59,533.667897,1567.652096,6,9,17.32659467,365,82,45,3326.706177,Anbukhaireni
2008,0,0,39,120,143.538353,848.1085928,6,0,14.36527692,366,78,38,2571.384569,Anbukhaireni
2009,0,0,42,95,502.4055477,1009.604152,57,0,16.13885803,365,59,35,2372.41213,Anbukhaireni
2010,0,0,42,107,634.994658,1057.05198,32,0,15.28172721,365,70,33,2597.893626,Anbukhaireni
2011,0,0,27,75,230.577604,820.206579,0,0,12.8033942,365,76,34,2560.67884,Anbukhaireni
2012,0,0,24,83,153.374163,817.8775859,12,15,14.97512064,366,68,26,2171.392492,Anbukhaireni
2013,0,0,85,78,0,362.6504057,0,0,12.35239805,365,84,34,2285.193638,Anbukhaireni
2014,0,0,40,92,555.351886,858.9301171,8,0,14.96709481,365,74,35,2499.504834,Anbukhaireni
2015,0,0,18,63,0,269.6333952,0,0,9.805041174,365,64,21,1833.542699,Anbukhaireni
2016,0,0,37,129,140.645863,981.722959,6,0,14.92837707,366,80,45,2806.53489,Anbukhaireni
2017,0,0,57,112,559.794686,982.255022,22,0,14.58729924,365,74,30,2727.824958,Anbukhaireni
2018,0,0,31,90,0,645.2223189,0,0,13.86791466,365,85,43,2551.696298,Anbukhaireni
2019,0,0,21,52,252.518935,904.5056846,0,0,13.19748374,365,74,34,2573.50933,Anbukhaireni
2020,0,0,44,115,397.1227815,958.397695,21,0,14.40649417,366,92,48,3111.802742,Anbukhaireni
2021,0,0,35,124,531.8184275,1632.037529,15,0,18.25579958,365,92,56,3705.927315,Anbukhaireni
2022,0,0,34,73,0,474.789352,13,0,11.29042634,365,77,35,2393.570383,Anbukhaireni
1950,88,204,16,150,150.9814064,1117.628452,0,6,12.28722076,142,115,42,3292.975164,Annapurna
1951,72,211,18,130,162.6719735,636.5598336,0,32,9.505419685,145,74,30,2404.87118,Annapurna
1952,98,199,8,179,225.6608033,544.4166478,0,20,9.74647371,144,85,28,2612.054954,Annapurna
1953,69,213,10,193,472.3604185,683.8478494,0,36,9.129271995,130,73,24,2656.618151,Annapurna
1954,71,224,14,160,307.6360567,988.0316318,0,44,11.75620135,128,85,40,2797.975921,Annapurna
1955,68,215,11,134,303.4541503,825.8002454,0,49,9.984705151,140,72,26,2376.359826,Annapurna
1956,72,200,12,169,148.361143,692.5818627,13,20,10.44476214,168,83,31,2600.745772,Annapurna
1957,71,213,18,87,643.919659,1171.724475,0,18,10.72309404,144,71,33,2594.988758,Annapurna
1958,43,190,22,122,694.0299753,1211.624633,0,0,10.77755908,164,72,32,2812.94292,Annapurna
1959,51,202,18,166,276.3550043,631.1468619,7,0,9.604078184,178,88,24,2477.852172,Annapurna
1960,34,209,24,133,398.308663,607.6460763,9,6,9.019450346,152,61,19,2092.51248,Annapurna
1961,73,210,14,150,270.587998,831.1792564,0,31,10.18350342,150,82,31,2698.628405,Annapurna
1962,80,209,25,166,320.839614,640.5985825,0,9,10.45193495,139,77,26,2435.300844,Annapurna
1963,44,211,21,127,217.445254,722.4473506,0,0,9.862046686,124,79,29,2534.545998,Annapurna
1964,52,189,13,126,541.682781,1168.056167,17,22,11.69583718,190,77,32,2807.000922,Annapurna
1965,56,234,15,129,126.153917,368.3298017,0,29,8.822271649,127,71,23,2037.944751,Annapurna
1966,36,223,24,146,528.0843942,1183.85969,12,9,11.70109542,133,70,35,2562.539896,Annapurna
1967,53,218,15,132,407.6630081,835.3654025,0,26,9.510753351,144,73,26,2529.860391,Annapurna
1968,64,229,32,152,316.7159385,926.3802237,0,18,10.48493747,134,82,27,2537.354868,Annapurna
1969,43,219,13,138,65.630465,316.2403409,6,15,8.275407124,144,70,19,2002.648524,Annapurna
1970,52,193,11,148,305.037886,687.0397731,13,0,9.666922882,149,73,19,2387.729952,Annapurna
1971,42,203,26,175,87.0571201,740.6945371,0,0,10.33895077,144,79,30,2533.042939,Annapurna
1972,31,213,20,117,131.6033344,451.3260291,0,7,8.45631385,159,65,26,2088.709521,Annapurna
1973,52,210,24,150,367.3111898,935.8165646,0,6,11.38193221,138,76,28,2640.608274,Annapurna
1974,62,192,29,145,122.608371,494.8743044,12,12,8.827256101,153,67,24,2215.641281,Annapurna
1975,59,194,19,157,175.1081687,706.7522148,6,7,10.4153637,153,71,34,2458.025834,Annapurna
1976,33,177,21,174,226.5063905,445.1029208,0,17,8.370267332,145,61,20,2142.788437,Annapurna
1977,40,202,12,205,67.39914,305.011564,0,7,7.784916838,137,56,20,2140.85213,Annapurna
1978,70,181,11,138,264.386969,584.0675157,6,31,9.560273096,161,68,26,2399.628547,Annapurna
1979,60,208,43,113,63.344862,534.023658,0,29,8.866994179,153,69,25,2154.679586,Annapurna
1980,53,224,24,168,0,262.6711548,0,0,8.062350694,134,69,15,2015.587674,Annapurna
1981,74,193,16,167,210.90159,525.4864879,0,37,8.820562188,140,64,25,2337.44898,Annapurna
1982,71,231,14,131,82.73242,388.9061059,0,13,7.997801043,126,67,17,2095.423873,Annapurna
1983,65,221,15,118,60.932362,367.4717117,0,29,7.720161699,138,56,15,1953.20091,Annapurna
1984,55,196,18,123,224.1986783,589.1893529,10,10,9.761518072,134,73,31,2352.525855,Annapurna
1985,53,201,14,138,0,298.1672372,16,16,8.07024152,149,67,21,2154.754486,Annapurna
1986,61,223,18,134,142.9244546,420.3741351,0,48,8.829812442,117,67,23,2154.474236,Annapurna
1987,51,210,24,143,66.39636,411.829071,7,15,8.146749164,133,64,15,2028.540542,Annapurna
1988,36,207,17,169,260.582479,728.5930401,7,0,9.681382017,145,66,34,2449.38965,Annapurna
1989,63,214,17,148,280.4395235,651.9893436,6,23,9.182502763,150,61,18,2203.800663,Annapurna
1990,50,202,26,168,161.209271,571.5312369,12,12,8.997124344,156,69,25,2267.275335,Annapurna
1991,63,213,11,134,76.695222,433.7845398,0,0,8.28169773,139,60,21,2086.987828,Annapurna
1992,59,216,10,109,0,222.022581,0,14,7.130797282,157,49,12,1861.138091,Annapurna
1993,51,186,14,190,218.5500076,577.2743257,7,0,8.852581217,174,74,28,2452.164997,Annapurna
1994,63,209,12,154,78.711193,410.3259303,0,0,7.682556884,146,54,15,2012.829904,Annapurna
1995,75,207,26,128,278.7187556,621.662863,6,6,9.225393998,159,72,23,2260.22153,Annapurna
1996,49,217,24,153,260.1829498,530.4323632,0,0,9.194950776,137,68,23,2243.567989,Annapurna
1997,92,241,15,139,0,349.9489964,0,35,8.155052662,116,64,22,2112.158639,Annapurna
1998,56,186,17,175,286.471779,800.7410044,6,0,10.13218184,162,78,35,2502.648914,Annapurna
1999,34,189,15,162,65.469678,414.922519,27,0,8.602271418,175,57,19,2073.147412,Annapurna
2000,68,182,17,150,92.398552,435.0437391,0,9,8.999234702,167,88,21,2384.797196,Annapurna
2001,31,184,19,154,206.022034,410.7343089,0,0,7.857473071,161,47,15,1995.79816,Annapurna
2002,48,200,16,152,94.837589,523.2043301,0,0,8.92586247,153,68,26,2231.465617,Annapurna
2003,52,199,21,126,177.640943,513.031989,0,6,9.029671149,149,69,20,2203.23976,Annapurna
2004,53,194,13,161,91.772601,470.4692405,20,21,8.794904127,157,79,22,2365.82921,Annapurna
2005,44,220,14,131,109.201703,197.940021,0,15,7.275755282,135,51,13,1848.041842,Annapurna
2006,11,203,19,137,150.021575,407.9796251,21,9,7.825215768,161,50,16,1940.653511,Annapurna
2007,42,185,21,162,495.21104,1068.497487,13,0,11.12153734,164,78,39,2802.627409,Annapurna
2008,42,195,28,165,61.992416,450.5648926,6,0,8.332426944,146,71,21,2216.425567,Annapurna
2009,14,195,26,156,245.29903,497.9338193,30,0,8.406882002,147,49,18,1933.58286,Annapurna
2010,23,175,15,115,440.608297,975.3203965,34,0,10.19132362,189,65,26,2445.91767,Annapurna
2011,32,191,19,163,385.193522,974.1927228,6,0,10.42715463,154,74,33,2711.060203,Annapurna
2012,59,225,11,134,278.112524,587.2868204,0,15,9.007956463,136,60,23,2134.885682,Annapurna
2013,44,205,24,134,344.3454767,1018.296102,0,15,11.20560415,151,85,37,2756.578621,Annapurna
2014,56,209,15,160,118.2182859,495.4981039,0,0,9.278286429,138,70,24,2171.119024,Annapurna
2015,61,201,13,147,64.8619174,567.2133881,7,0,8.65820711,164,64,23,2181.868192,Annapurna
2016,23,170,20,166,150.922275,654.2376492,29,0,10.26316435,169,88,35,2637.633237,Annapurna
2017,36,177,19,121,144.877778,544.9308428,6,0,8.923469801,190,61,21,2239.79092,Annapurna
2018,26,207,20,128,187.433,529.9174102,14,0,9.468803741,140,86,32,2518.701795,Annapurna
2019,73,198,11,151,259.7941572,741.3583005,7,0,9.638140166,148,77,26,2486.640163,Annapurna
2020,60,203,12,130,247.638423,1456.063843,0,0,12.62223734,154,90,42,3029.336961,Annapurna
2021,32,188,22,124,544.7100579,1272.334745,18,8,12.38416364,156,103,46,3207.498383,Annapurna
2022,63,186,35,171,67.211691,660.0461259,21,0,10.09464042,196,76,25,2422.713701,Annapurna
1950,0,13,14,114,124.948243,1498.352783,14,0,16.45851763,365,121,71,4345.048655,Arjunchaupari
1951,0,8,10,91,108.1427,845.8564095,0,9,12.60424319,365,99,52,3415.749906,Arjunchaupari
1952,0,8,13,69,283.8434861,1108.380138,0,6,12.69567309,366,104,43,3630.962505,Arjunchaupari
1953,0,24,13,60,734.966954,1374.504397,7,11,13.17446757,362,91,43,3688.85092,Arjunchaupari
1954,0,15,20,141,639.711836,2261.854251,8,13,18.62059021,365,103,62,4487.562241,Arjunchaupari
1955,0,29,13,105,775.0484625,1446.318359,35,22,16.45328772,365,87,51,3537.45686,Arjunchaupari
1956,0,18,17,117,570.2922404,1644.727631,24,0,14.53482731,366,83,42,3517.42821,Arjunchaupari
1957,0,12,19,62,1574.711615,2201.88575,34,7,17.60560606,365,82,50,4031.683788,Arjunchaupari
1958,0,2,24,76,1438.968242,2351.731836,33,7,17.97529489,365,89,52,4350.021363,Arjunchaupari
1959,0,3,15,38,574.6703379,1500.972716,25,0,14.56240634,365,93,47,3582.351958,Arjunchaupari
1960,0,10,32,61,509.771698,1043.254344,50,6,13.66583083,366,75,34,2760.497827,Arjunchaupari
1961,0,23,21,57,748.694937,1615.280798,14,9,15.17123021,365,89,45,3701.780171,Arjunchaupari
1962,0,4,14,55,726.624629,1243.518512,6,0,14.57035833,365,96,41,3555.167433,Arjunchaupari
1963,0,7,15,75,291.483376,1309.27284,0,0,13.37663247,365,96,47,3464.54781,Arjunchaupari
1964,0,21,25,56,892.000002,1938.341314,55,9,20.57884292,366,95,51,3971.716683,Arjunchaupari
1965,0,16,20,70,316.8775258,1072.905646,31,22,14.99737,365,81,43,3029.468741,Arjunchaupari
1966,0,3,33,75,545.7576103,2122.817539,61,0,19.09576706,365,82,50,3723.674577,Arjunchaupari
1967,0,9,21,108,809.2741937,1642.935991,11,22,15.16840416,365,82,41,3534.238169,Arjunchaupari
1968,0,15,14,116,947.5502326,2134.9671,17,11,16.37554584,366,91,48,4012.00873,Arjunchaupari
1969,0,13,11,68,0,397.2891022,8,0,10.43373997,365,79,34,2420.627674,Arjunchaupari
1970,0,1,12,83,587.687045,1026.83123,0,0,14.62684473,365,86,45,3247.15953,Arjunchaupari
1971,0,7,24,115,366.0175942,1289.543337,0,0,14.15437873,365,109,46,3694.292849,Arjunchaupari
1972,0,2,16,68,283.480205,843.6150911,29,0,13.46986633,366,80,39,2922.960994,Arjunchaupari
1973,0,6,24,70,470.2781481,1511.57641,25,0,15.47002835,365,87,48,3573.576548,Arjunchaupari
1974,0,10,42,59,377.128736,1153.489739,16,15,13.67914243,365,91,35,3255.635898,Arjunchaupari
1975,0,13,19,75,336.0782888,1570.531093,15,8,15.35996019,365,94,54,3671.030485,Arjunchaupari
1976,0,6,15,104,273.8661436,977.2417739,0,0,12.85396581,366,78,44,3110.659726,Arjunchaupari
1977,0,9,13,88,0,596.7176758,0,0,10.97369871,365,79,44,2919.003857,Arjunchaupari
1978,0,18,10,62,893.6102806,1220.475122,0,14,14.91999131,356,91,43,3640.47788,Arjunchaupari
1979,0,10,16,43,156.9673819,922.7207995,19,16,12.84137832,365,71,44,2812.261852,Arjunchaupari
1980,0,14,15,68,131.652461,512.1192758,20,0,11.44202573,366,83,39,2585.897815,Arjunchaupari
1981,0,15,15,93,286.489662,922.0055135,0,10,12.29834258,365,90,41,3271.359127,Arjunchaupari
1982,0,5,16,56,115.098399,694.0328323,0,10,11.16747513,365,83,34,2803.036257,Arjunchaupari
1983,0,17,18,49,126.2742208,751.8058171,7,6,11.33386022,365,77,38,2776.795754,Arjunchaupari
1984,0,21,13,67,548.9148823,1570.379957,26,13,15.56572565,366,90,49,3657.945528,Arjunchaupari
1985,0,11,18,85,133.942831,641.348434,18,6,11.54369245,365,72,42,2735.855112,Arjunchaupari
1986,0,17,13,58,337.2380375,670.4454057,8,15,12.664442,365,86,44,2950.814986,Arjunchaupari
1987,0,7,15,60,264.7492282,951.5485632,27,7,12.37909682,365,78,36,2946.225044,Arjunchaupari
1988,0,1,43,101,384.427959,1486.164847,10,8,14.87214791,366,79,45,3435.466167,Arjunchaupari
1989,0,12,23,83,497.364386,992.8996537,25,9,13.47539848,365,86,40,3153.243245,Arjunchaupari
1990,0,4,19,66,546.7789245,1085.142265,0,0,13.2396133,365,103,39,3482.018299,Arjunchaupari
1991,0,10,13,79,268.581279,890.9347484,6,0,12.75319814,362,83,37,3048.014355,Arjunchaupari
1992,0,8,17,94,0,481.2345965,7,6,10.01233502,365,75,23,2402.960405,Arjunchaupari
1993,0,1,9,94,496.5945775,1196.769528,0,0,13.42409936,365,104,48,3731.899622,Arjunchaupari
1994,0,16,14,72,139.462016,584.4036313,8,8,10.22949328,365,72,25,2403.930922,Arjunchaupari
1995,0,14,11,102,243.1281823,857.5068889,15,8,12.24053363,365,82,38,2986.690207,Arjunchaupari
1996,0,7,20,112,388.020826,1234.020277,0,0,12.89832443,366,83,44,3301.971055,Arjunchaupari
1997,0,10,12,82,261.0715303,782.2313468,0,12,11.67680021,365,77,33,2942.553652,Arjunchaupari
1998,0,5,18,94,124.205104,1337.918844,18,0,15.44999637,365,97,58,3831.599099,Arjunchaupari
1999,0,6,22,58,145.125072,875.213952,37,0,12.92771398,365,81,34,2714.819937,Arjunchaupari
2000,0,14,19,115,146.784259,737.9510609,0,9,12.24322842,366,96,47,3305.671674,Arjunchaupari
2001,0,3,14,55,273.101132,703.44436,0,0,11.3921722,365,80,29,2688.552639,Arjunchaupari
2002,0,5,14,96,148.330805,695.4039102,0,0,11.54914445,365,79,42,3002.777556,Arjunchaupari
2003,0,11,21,70,474.447104,955.787003,0,6,12.7307765,365,90,38,3259.078785,Arjunchaupari
2004,0,10,16,120,262.401327,811.1062943,0,7,13.05443392,366,96,44,3289.717348,Arjunchaupari
2005,0,8,15,67,196.061641,488.607774,15,19,10.9937087,365,70,30,2385.634787,Arjunchaupari
2006,0,2,19,45,280.4979422,786.875013,19,6,11.57787224,365,68,30,2628.176998,Arjunchaupari
2007,0,6,11,77,731.1245905,1907.770126,6,0,16.62658152,365,99,58,4273.03145,Arjunchaupari
2008,0,6,34,86,373.586736,958.801233,7,0,13.23322402,366,93,45,3215.673436,Arjunchaupari
2009,0,2,19,70,588.370069,1008.373018,61,0,12.58891585,365,65,34,2643.672329,Arjunchaupari
2010,0,0,15,102,808.112235,1420.762812,37,0,15.65917798,365,89,41,3445.019155,Arjunchaupari
2011,0,7,15,83,698.797797,1709.141722,0,0,16.3247293,365,91,54,3803.661927,Arjunchaupari
2012,0,16,13,49,383.779606,866.982694,6,12,12.74960048,366,78,38,2766.663305,Arjunchaupari
2013,0,8,15,47,119.4437733,940.6181796,0,14,15.0830442,365,93,55,3454.017123,Arjunchaupari
2014,0,3,14,106,119.0479702,656.4306952,8,0,12.86738547,365,83,39,2920.896502,Arjunchaupari
2015,0,6,8,83,299.2352557,930.1160949,0,0,12.01491285,365,85,41,3232.011556,Arjunchaupari
2016,0,0,24,71,442.1864955,998.0432747,0,0,15.61989028,366,108,62,3811.253227,Arjunchaupari
2017,0,9,22,59,478.472216,1315.960864,8,0,14.46965557,365,90,44,3429.308369,Arjunchaupari
2018,0,3,15,58,136.868322,1124.475057,0,0,14.53220433,365,99,56,3691.1799,Arjunchaupari
2019,0,10,9,69,407.6264142,1191.810403,0,0,13.24100872,365,91,51,3455.903275,Arjunchaupari
2020,0,11,17,123,353.2301217,1943.84002,14,0,17.43163223,366,101,65,4270.749895,Arjunchaupari
2021,0,1,32,80,535.0919827,1915.066623,8,0,17.02053813,365,98,57,4101.94969,Arjunchaupari
2022,0,3,17,77,106.143744,1044.343617,7,0,12.96263502,365,85,43,3123.995039,Arjunchaupari
1950,0,46,13,100,0,903.4750175,0,15,11.57384596,303,101,39,2951.33072,Badigad
1951,0,32,20,76,109.869563,438.268555,0,0,8.489064845,323,67,22,2334.492832,Badigad
1952,0,41,12,98,175.1418243,517.6516505,0,0,9.062101443,341,68,21,2455.829491,Badigad
1953,1,43,8,117,432.938922,623.4108534,7,36,8.823579268,319,66,17,2417.66072,Badigad
1954,0,43,21,137,516.950698,1061.75102,0,19,11.69997949,325,72,25,2655.895344,Badigad
1955,0,54,13,118,272.164219,980.953418,22,35,11.21276863,312,70,24,2354.681413,Badigad
1956,0,41,17,116,86.430206,668.8072692,11,14,9.501960275,357,69,22,2204.454784,Badigad
1957,0,51,12,62,1255.454428,1827.257138,27,13,14.53659686,344,71,36,3139.904921,Badigad
1958,0,17,21,86,689.376486,1511.355051,29,0,12.01440828,365,68,30,2883.457988,Badigad
1959,0,13,28,52,82.8498768,669.3336507,32,0,9.492236473,365,71,29,2230.675571,Badigad
1960,0,19,32,96,354.931867,556.2116924,35,7,9.051630198,366,52,14,1882.739081,Badigad
1961,0,46,15,59,366.375821,852.899549,6,16,10.5701425,330,69,25,2483.983487,Badigad
1962,0,24,17,76,101.877666,787.0165748,0,6,9.850272744,362,69,21,2383.766004,Badigad
1963,0,22,22,76,312.551463,1161.776174,0,0,10.39303204,365,71,30,2754.153491,Badigad
1964,0,35,20,110,928.1010989,1311.122917,33,17,13.8977789,344,66,29,2737.862442,Badigad
1965,0,35,17,109,0,308.8318517,26,18,8.305374964,361,60,18,1744.128742,Badigad
1966,0,16,39,110,276.7028493,872.1389265,39,11,12.39188755,353,69,26,2242.931646,Badigad
1967,0,17,26,122,476.66202,730.6287508,10,18,10.00035394,362,58,26,2300.081405,Badigad
1968,0,36,32,124,75.8728721,720.7783231,8,15,9.596420708,314,64,25,2245.562446,Badigad
1969,0,35,24,128,0,355.7638466,6,16,8.779946704,329,69,19,1870.128648,Badigad
1970,0,18,9,96,575.410212,850.5378711,7,0,10.15256275,365,64,19,2375.699683,Badigad
1971,0,23,35,170,174.3091006,624.489162,0,6,8.668894582,365,65,24,2349.270432,Badigad
1972,0,20,14,68,93.826679,239.0091164,27,6,8.063780356,366,58,15,1717.585216,Badigad
1973,0,35,19,82,842.6729681,1640.893108,6,6,13.61379804,365,73,34,3090.332156,Badigad
1974,0,44,29,110,104.470954,378.78386,16,27,8.483411978,348,70,16,1993.601815,Badigad
1975,0,42,25,65,566.5278234,1144.256397,7,6,11.18317959,317,64,26,2572.131305,Badigad
1976,0,18,15,153,88.8883,605.6734845,0,14,9.063609111,366,63,23,2084.630096,Badigad
1977,0,21,37,103,0,336.3678518,0,12,7.717379492,359,57,17,1975.64915,Badigad
1978,0,58,15,76,491.5525738,1053.773554,0,16,9.996056264,325,60,21,2558.990404,Badigad
1979,0,39,43,108,0,284.9042507,15,26,8.453143704,365,64,23,1910.410477,Badigad
1980,0,33,24,131,76.274446,311.2694547,9,0,8.342096543,352,72,15,1960.392688,Badigad
1981,0,35,20,93,422.496744,905.3962351,0,6,10.22628688,351,72,25,2648.608301,Badigad
1982,0,32,19,97,201.0466191,312.7915791,0,30,7.642064214,365,54,16,1918.158118,Badigad
1983,0,44,24,97,173.4744648,575.6114901,0,30,8.720517583,351,53,23,2101.644738,Badigad
1984,0,32,17,126,323.4830386,1028.806403,15,8,10.67141112,360,63,26,2358.381858,Badigad
1985,0,25,17,124,160.527843,403.919447,24,6,8.716515495,334,63,25,2135.546296,Badigad
1986,0,59,15,58,461.2623851,1017.630155,0,23,11.18616759,347,77,27,2550.44621,Badigad
1987,0,31,26,82,0,271.379542,26,0,8.408361619,343,68,20,1925.514811,Badigad
1988,0,10,26,114,372.8742564,717.6324524,14,0,9.722719815,366,65,22,2294.561876,Badigad
1989,0,39,14,142,213.924584,665.8966843,11,10,9.662957865,338,61,19,2174.16552,Badigad
1990,0,20,19,119,335.959491,863.4031737,10,6,10.03310757,362,75,25,2558.442431,Badigad
1991,0,33,10,88,153.4475591,665.1156175,0,0,8.244580189,333,56,15,2102.367948,Badigad
1992,0,20,11,96,96.257942,266.9357497,8,0,7.159781584,363,56,12,1746.986706,Badigad
1993,0,20,9,94,109.692612,488.0176866,0,12,9.287551733,365,77,27,2433.338554,Badigad
1994,0,38,12,112,266.905187,527.8274687,7,14,8.108682351,365,58,17,2059.605317,Badigad
1995,0,49,21,65,109.53309,459.6982526,0,7,8.570545439,332,60,23,2074.071996,Badigad
1996,0,27,18,89,342.8605243,718.5569677,0,0,9.367466841,362,62,26,2313.76431,Badigad
1997,0,39,9,95,158.2449239,420.6639313,0,34,8.222482082,347,55,15,2047.398038,Badigad
1998,0,17,28,90,290.7281541,878.2461061,6,0,9.765643377,362,66,27,2431.645201,Badigad
1999,0,12,22,58,152.209319,588.233109,44,0,9.367456257,365,59,21,2004.635639,Badigad
2000,0,39,16,116,178.4706,634.523724,0,9,9.149757319,366,74,20,2461.284719,Badigad
2001,0,15,22,70,92.136056,474.778322,0,0,8.104610945,352,64,12,2050.466569,Badigad
2002,0,23,17,97,371.466675,587.6347013,0,0,9.06154493,365,66,18,2292.570867,Badigad
2003,0,34,22,125,468.462365,546.891957,0,0,9.080723142,351,67,19,2252.019339,Badigad
2004,0,22,10,89,126.843475,322.3445316,14,0,7.795706157,357,65,11,2042.475013,Badigad
2005,0,32,14,84,207.2119256,480.854282,13,8,7.945365278,365,51,15,1835.379379,Badigad
2006,0,8,35,46,194.477015,432.540045,24,15,8.300484068,365,50,16,1859.308431,Badigad
2007,0,21,15,112,188.655773,1035.54166,6,0,10.09142963,365,72,31,2573.314556,Badigad
2008,0,21,35,70,97.715084,427.6178724,6,0,9.230613285,366,81,15,2178.424735,Badigad
2009,0,7,25,100,189.147365,474.144465,15,0,8.663746382,356,46,16,1810.722994,Badigad
2010,0,15,20,105,580.086624,1264.076245,25,0,12.974087,363,66,27,2581.843312,Badigad
2011,0,22,13,104,271.098986,801.21929,0,0,9.761593067,363,74,24,2547.77579,Badigad
2012,0,43,17,54,88.384107,644.7156987,12,9,8.777091103,334,54,18,1869.520405,Badigad
2013,0,34,14,102,295.246826,972.3862474,0,15,10.72654099,356,77,31,2595.82292,Badigad
2014,0,42,15,103,216.2231531,700.94136,0,6,9.578540351,354,66,23,2241.378442,Badigad
