Date,ice_days,frost_days,cdd,cwd,r99p,r95p,wsdi,csdi,sdii,gsl,r10mm,r20mm,prcptot,Municipality
2018,0,0,84,60,189.804025,364.7430662,0,7,11.58535501,365,67,26,1981.095706,Chitawan.National.Park
2019,0,0,86,74,363.5975,734.6180374,6,0,11.37809901,365,57,24,2082.192118,Chitawan.National.Park
2020,0,0,18,92,350.2102608,999.6895262,14,0,12.74420563,366,71,30,2510.60851,Chitawan.National.Park
2021,0,0,104,124,624.1451536,1226.940008,12,0,16.54693609,365,80,37,2862.619944,Chitawan.National.Park
2022,0,0,49,73,123.076176,370.7821079,9,0,8.505573829,365,49,13,1633.070175,Chitawan.National.Park
1950,169,258,10,121,526.3413603,1200.250583,0,0,9.505631781,0,78,35,2728.116321,Chum.Nubri
1951,182,272,12,101,288.0906401,615.4547557,0,31,7.21963308,0,54,17,1978.179464,Chum.Nubri
1952,168,275,8,111,223.663014,709.1015891,0,6,7.721124992,0,55,21,2053.819248,Chum.Nubri
1953,175,273,12,65,96.35243,307.7957293,0,33,6.736511073,85,50,10,1731.283346,Chum.Nubri
1954,165,253,15,134,365.6562146,685.2480702,0,17,8.111372304,36,54,18,2027.843076,Chum.Nubri
1955,153,260,11,104,0,232.743838,0,16,6.17735478,88,44,9,1581.402824,Chum.Nubri
1956,154,245,10,144,0,256.2281089,23,0,6.833900027,106,55,9,1831.485207,Chum.Nubri
1957,157,278,9,102,347.32347,594.3046406,0,6,6.640954668,0,33,14,1746.571078,Chum.Nubri
1958,122,257,14,122,176.903984,433.8152134,16,0,6.829333571,103,46,12,1775.626728,Chum.Nubri
1959,140,246,9,129,47.7266043,234.3079957,12,0,6.414468682,115,46,6,1712.663138,Chum.Nubri
1960,130,259,8,133,137.238804,465.5268388,6,0,6.916836578,85,40,14,1639.290269,Chum.Nubri
1961,168,242,13,99,231.298704,563.5787515,7,30,7.490945858,116,50,17,1977.609706,Chum.Nubri
1962,152,257,8,101,220.08993,450.7476015,0,0,6.9422677,97,41,13,1825.816405,Chum.Nubri
1963,170,266,9,107,0,408.1822381,0,0,6.971083935,94,59,13,1749.742068,Chum.Nubri
1964,138,262,11,86,351.617773,575.4493298,22,8,7.938538454,73,51,10,1952.88046,Chum.Nubri
1965,167,269,13,86,99.6773499,417.2635006,0,15,7.12404988,94,40,13,1659.903622,Chum.Nubri
1966,147,263,19,119,146.880663,433.1409109,0,6,7.176150094,102,50,13,1650.514522,Chum.Nubri
1967,175,253,10,133,152.247814,263.180676,0,0,6.141273698,92,40,7,1682.708993,Chum.Nubri
1968,192,255,24,110,272.363626,414.2979633,0,22,6.900066289,94,49,10,1759.516904,Chum.Nubri
1969,130,266,14,125,40.168365,257.8307194,6,9,6.01683695,0,42,10,1510.226074,Chum.Nubri
1970,143,255,13,129,238.535407,618.1311577,0,7,7.319023792,99,50,17,1917.584233,Chum.Nubri
1971,167,252,29,139,217.7777772,546.0093599,0,21,7.318616962,84,40,16,1807.69839,Chum.Nubri
1972,172,278,12,64,404.0905562,603.45644,0,27,7.338565252,82,46,15,1790.609922,Chum.Nubri
1973,168,256,19,126,199.5305465,635.3436961,0,9,7.623376591,96,46,18,1829.610382,Chum.Nubri
1974,143,270,16,110,195.771416,383.9623093,13,13,6.503883496,0,43,11,1684.505825,Chum.Nubri
1975,141,265,9,123,150.5862853,418.4083167,6,0,7.058491441,66,47,13,1792.856826,Chum.Nubri
1976,139,266,10,92,39.9628305,296.8931384,8,8,5.983195066,0,37,10,1627.429058,Chum.Nubri
1977,146,272,11,61,50.611835,300.080952,6,12,6.124415716,0,37,9,1696.463153,Chum.Nubri
1978,148,260,23,134,90.4376739,313.1575421,7,8,6.296523799,90,41,11,1668.578807,Chum.Nubri
1979,144,274,9,110,144.2849172,512.360279,6,10,6.496684007,80,41,16,1663.151106,Chum.Nubri
1980,138,262,12,88,45.06322,186.5227739,0,0,5.985882809,89,41,7,1568.301296,Chum.Nubri
1981,162,270,11,97,0,227.668893,0,23,6.10329187,81,46,9,1617.372346,Chum.Nubri
1982,153,274,13,122,107.4151745,252.473532,0,11,5.87140716,0,38,7,1561.794305,Chum.Nubri
1983,177,258,16,105,0,89.9567573,0,13,5.628043668,0,36,4,1457.66331,Chum.Nubri
1984,144,255,11,124,103.5125165,328.1459711,20,12,6.336361194,100,38,10,1628.444827,Chum.Nubri
1985,154,258,16,104,0,321.4602909,20,0,6.488749309,92,56,12,1706.541068,Chum.Nubri
1986,148,267,10,113,38.4757766,206.4196939,0,24,5.928903902,88,40,8,1565.23063,Chum.Nubri
1987,165,259,16,111,144.4468137,456.4572587,0,0,7.161730877,105,42,12,1697.330218,Chum.Nubri
1988,134,259,18,106,111.1510869,343.649689,7,0,7.275401497,87,64,10,1811.574973,Chum.Nubri
1989,165,254,11,141,125.393358,340.7216302,0,7,6.399959781,89,36,8,1695.989342,Chum.Nubri
1990,139,251,15,78,175.513211,244.0095587,13,0,6.768041742,101,42,6,1692.010436,Chum.Nubri
1991,163,259,11,97,0,219.2743313,0,0,5.822831129,88,38,8,1566.341574,Chum.Nubri
1992,150,269,6,92,79.566899,171.6670669,0,6,5.452422963,88,26,6,1417.62997,Chum.Nubri
1993,135,258,12,88,0,243.6979552,15,0,6.25722326,94,44,9,1676.935834,Chum.Nubri
1994,162,260,10,132,82.953922,202.3672511,0,0,5.819399113,100,40,6,1594.515357,Chum.Nubri
1995,162,254,11,90,197.9959275,600.5996157,12,15,6.995260193,71,42,17,1916.701293,Chum.Nubri
1996,173,264,14,109,43.3577947,390.4181699,0,13,6.808034547,91,52,12,1763.280948,Chum.Nubri
1997,183,267,7,107,150.7709918,259.6377753,0,7,5.925410893,89,34,6,1659.11505,Chum.Nubri
1998,147,246,16,120,182.611084,474.8638121,12,0,7.379752442,114,57,16,1859.697615,Chum.Nubri
1999,149,245,10,121,163.4247452,324.2174987,25,0,6.403561561,102,37,8,1652.118883,Chum.Nubri
2000,140,252,16,120,78.64332038,373.8332558,0,0,6.441115995,98,40,13,1758.424667,Chum.Nubri
2001,143,258,19,119,44.4,174.2938275,0,0,6.06624132,91,34,6,1565.090261,Chum.Nubri
2002,142,269,13,119,219.3155731,511.4779208,0,0,7.025819868,86,45,16,1791.584066,Chum.Nubri
2003,149,259,18,119,190.986317,418.1849677,0,6,6.582893099,96,36,12,1639.140382,Chum.Nubri
2004,127,252,10,154,124.4279059,374.3307581,13,0,6.565021749,0,38,11,1746.295785,Chum.Nubri
2005,165,264,15,121,0,135.2793146,0,11,5.797038223,98,34,5,1530.418091,Chum.Nubri
2006,143,259,20,120,110.9930534,343.3170463,26,0,6.490908867,98,33,9,1616.236308,Chum.Nubri
2007,125,254,16,102,177.814012,673.1334022,13,0,7.637615507,89,52,21,1909.403877,Chum.Nubri
2008,121,259,19,136,0,314.7811366,25,0,6.462294824,89,44,10,1686.658949,Chum.Nubri
2009,122,249,19,120,248.383649,442.6474427,26,0,6.783865925,86,36,11,1702.750347,Chum.Nubri
2010,124,252,9,104,191.4932267,545.0633216,16,0,7.201982658,99,48,17,1879.717474,Chum.Nubri
2011,153,261,19,131,85.848433,404.1204641,0,0,6.922207897,95,55,12,1785.929638,Chum.Nubri
2012,164,261,10,121,212.486915,439.0055403,0,6,6.772334999,95,43,12,1801.44111,Chum.Nubri
2013,171,250,10,123,163.6987771,537.3102537,0,6,7.281012776,77,47,16,1878.501296,Chum.Nubri
2014,167,264,11,97,180.4784361,400.6650689,0,7,7.061830022,97,41,11,1694.839205,Chum.Nubri
2015,155,254,9,98,190.8006208,419.2901798,0,0,6.441305315,0,35,13,1629.650245,Chum.Nubri
2016,90,243,21,131,77.8929125,403.1619409,37,0,7.032497852,91,50,13,1821.416944,Chum.Nubri
2017,119,251,10,92,89.245059,406.030193,7,0,6.540050298,92,39,13,1661.172776,Chum.Nubri
2018,137,264,9,123,160.7357856,541.4358869,16,6,7.254244421,98,70,17,2002.17146,Chum.Nubri
2019,135,267,10,101,250.4239048,609.3872614,0,9,7.526368704,19,56,16,2024.593181,Chum.Nubri
2020,155,253,11,116,274.724827,720.6025357,16,0,8.395531778,0,68,21,2115.674008,Chum.Nubri
2021,155,244,17,117,400.7007305,817.3874973,32,0,8.845895126,0,75,23,2291.086838,Chum.Nubri
2022,103,242,19,166,42.301933,305.5168313,35,0,7.113442103,108,58,10,1728.566431,Chum.Nubri
1950,209,285,25,77,252.1824144,500.4782793,0,13,6.284666513,0,34,10,1162.663305,Dalome
1951,204,304,33,30,31.768708,114.47122,0,37,4.116033827,0,9,1,510.3881946,Dalome
1952,216,288,25,90,146.9824791,277.0509746,0,28,5.283507858,0,18,4,787.2426709,Dalome
1953,202,295,37,42,61.0966931,75.1661541,0,7,4.350291384,0,8,2,643.8431249,Dalome
1954,207,284,33,27,70.054738,133.151995,0,35,4.288825936,30,7,2,621.8797607,Dalome
1955,177,290,61,53,0,102.0638598,0,39,4.085834549,0,7,0,551.5876641,Dalome
1956,189,279,36,39,0,66.483663,23,6,4.263539837,33,10,0,665.1122145,Dalome
1957,175,300,55,44,53.963318,90.940269,0,19,4.140043103,0,8,3,488.5250862,Dalome
1958,139,292,78,31,47.058084,179.1744944,15,13,4.77015472,68,13,3,539.0274834,Dalome
1959,153,278,30,49,0,25.7758835,0,0,4.138685603,74,9,0,554.5838708,Dalome
1960,172,286,68,25,54.948011,165.2238885,15,6,5.119568388,86,15,2,547.7938176,Dalome
1961,186,269,43,48,50.647124,138.879443,0,33,4.35064149,97,11,2,656.946865,Dalome
1962,170,275,69,30,26.45017,82.84277,0,0,4.323460474,58,9,1,566.3733221,Dalome
1963,177,289,39,20,58.171212,138.8850539,0,6,4.881729794,0,12,2,605.3344945,Dalome
1964,145,288,47,19,248.583659,325.130589,17,7,6.604207881,74,12,2,772.6923221,Dalome
1965,195,292,41,31,0,42.4131932,0,12,3.755466789,61,6,0,413.1013468,Dalome
1966,163,287,81,34,54.795768,132.0992779,0,10,4.551061997,75,8,2,514.2700057,Dalome
1967,180,281,44,52,0,28.519421,18,0,4.266826953,65,4,0,537.620196,Dalome
1968,203,298,32,35,111.9421018,193.149066,0,54,4.71303812,0,10,4,626.83407,Dalome
1969,163,299,31,37,22.836066,82.56873663,8,24,4.248862326,0,6,1,497.1168922,Dalome
1970,161,294,44,25,79.05276,143.559259,17,14,4.272473918,0,8,2,576.7839789,Dalome
1971,177,287,33,41,60.92115,122.4420015,0,42,4.430294602,43,8,2,620.2412443,Dalome
1972,199,293,87,62,23.94587579,70.51938479,0,32,3.79701951,58,7,1,482.2214778,Dalome
1973,201,284,50,30,272.8870165,338.6965205,0,39,6.299904693,45,17,7,863.086943,Dalome
1974,156,299,40,59,0,38.42406,13,0,3.639801824,0,6,0,447.6956243,Dalome
1975,170,295,25,50,90.35547,169.4715445,0,21,5.034275757,20,14,3,629.2844696,Dalome
1976,145,298,84,69,0,57.829285,12,15,3.287861377,46,5,0,443.8612858,Dalome
1977,136,288,60,58,24.172629,77.17212,7,6,3.674022632,70,6,1,451.9047838,Dalome
1978,159,291,35,24,65.098566,154.7388917,0,7,4.391427583,31,12,1,562.1027306,Dalome
1979,154,293,63,15,23.65041388,52.59756488,7,17,3.782851672,71,7,1,435.0279423,Dalome
1980,156,289,77,47,23.879507,61.6236846,0,0,4.47030107,70,7,2,545.3767306,Dalome
1981,169,293,32,37,26.129582,83.2288006,0,43,3.966037112,67,9,1,483.8565276,Dalome
1982,186,302,45,30,33.81440952,59.56809152,0,38,3.72204683,0,5,1,439.201526,Dalome
1983,199,290,61,28,0,29.669372,9,18,3.605588108,0,5,0,367.769987,Dalome
1984,155,289,42,19,27.136375,111.153664,13,26,4.32096852,38,11,1,527.1581594,Dalome
1985,169,292,60,37,0,53.433776,22,0,3.867966015,83,11,0,479.6277858,Dalome
1986,170,288,32,40,0,51.51094845,6,32,4.375580293,67,8,1,498.8161534,Dalome
1987,187,286,52,24,61.784122,79.605052,10,36,3.704196379,61,4,2,370.4196379,Dalome
1988,160,287,72,49,24.83520335,90.06714388,6,0,4.377673755,76,9,1,525.3208506,Dalome
1989,179,283,45,19,33.737123,80.6268244,0,0,3.525121104,36,5,1,405.388927,Dalome
1990,162,275,52,30,29.314009,113.627914,17,0,4.239533426,89,10,1,521.4626114,Dalome
1991,175,281,55,56,0,48.570177,0,0,3.810097595,81,6,0,449.5915162,Dalome
1992,191,287,30,66,0,13.6147478,0,6,3.676728978,0,2,0,400.7634586,Dalome
1993,142,289,83,17,0,50.841394,28,0,3.533688111,0,7,0,448.7783901,Dalome
1994,178,272,71,45,0,59.0151409,0,0,4.186199121,62,10,0,523.2748901,Dalome
1995,184,282,44,32,99.99867615,184.4494156,9,23,4.626732339,71,10,4,592.2217394,Dalome
1996,207,293,23,38,84.5995614,187.724036,0,19,5.082022788,24,19,3,635.2528485,Dalome
1997,199,287,68,25,57.5108137,82.9096037,0,31,3.856773287,0,5,2,497.523754,Dalome
1998,165,283,32,36,0,104.2699414,0,0,4.360649574,15,7,1,505.8353506,Dalome
1999,156,281,48,32,28.461497,118.1885539,26,6,4.11877454,57,10,1,531.3219157,Dalome
2000,152,284,33,28,22.20891004,88.01656044,0,0,4.341723509,0,8,1,573.1075032,Dalome
2001,156,291,37,47,21.931051,98.368575,6,0,3.768533522,0,9,2,482.3722909,Dalome
2002,169,286,47,42,21.5456724,99.3740654,6,0,4.53078734,60,9,1,525.5713314,Dalome
2003,161,276,60,66,61.031689,75.95577583,0,6,4.128849568,81,7,2,503.7196472,Dalome
2004,146,284,41,33,0,43.2270217,39,6,3.547538686,0,3,0,429.252181,Dalome
2005,182,290,59,42,0,29.686456,0,23,4.066702456,64,5,0,483.9375923,Dalome
2006,178,283,31,71,23.710537,78.8308682,18,9,3.918234806,41,6,1,474.1064115,Dalome
2007,152,281,54,35,74.664051,177.0089414,16,0,4.575176831,90,14,3,622.224049,Dalome
2008,140,284,45,63,0,77.1440074,6,6,4.271051623,81,11,0,563.7788142,Dalome
2009,152,286,37,20,0,34.9912026,28,0,3.46937943,72,5,0,360.8154607,Dalome
2010,127,281,48,57,50.77643261,181.0503539,22,0,4.845613075,68,12,2,562.0911167,Dalome
2011,150,275,71,53,0,121.5269058,12,0,4.54754805,52,14,0,595.7287945,Dalome
2012,188,275,49,64,43.156427,144.5245866,0,7,4.864472251,57,13,1,574.0077257,Dalome
2013,177,279,48,37,86.97714491,214.921336,8,14,5.38594135,87,18,5,721.7161409,Dalome
2014,191,284,58,42,101.2185978,181.8145779,0,16,4.79285801,73,9,2,575.1429612,Dalome
2015,173,291,40,41,55.47396891,128.3007431,15,0,4.710658273,0,9,2,522.8830683,Dalome
2016,111,274,76,52,23.598855,104.2170084,26,0,4.159764839,75,11,1,528.2901346,Dalome
2017,142,283,67,66,22.006025,46.5753977,25,7,4.223184387,70,5,1,489.8893889,Dalome
2018,136,275,75,65,21.506212,105.201156,22,0,4.708001475,92,7,2,550.8361726,Dalome
2019,161,286,30,72,43.74217365,187.9754409,0,14,4.828261461,0,17,2,671.1283431,Dalome
2020,175,266,51,43,93.5619655,222.7201839,18,0,5.015989636,0,14,4,657.0946423,Dalome
2021,144,280,30,70,118.8825986,368.3901543,34,23,6.279717813,0,28,4,885.4402116,Dalome
2022,151,266,79,53,49.9264303,106.6968413,38,6,4.417915665,91,12,2,605.2544461,Dalome
1950,0,0,23,107,266.29658,966.2174013,0,21,13.98207064,365,91,41,3173.930035,Devchuli
1951,0,0,35,124,155.01176,702.3130627,0,8,12.47826176,365,85,27,2495.652352,Devchuli
1952,0,0,38,178,374.8840158,754.9269658,0,14,13.53933059,366,107,36,3100.506705,Devchuli
1953,0,0,15,131,147.687098,840.2152236,0,49,12.06582216,365,85,33,2799.270741,Devchuli
1954,0,0,63,135,186.868931,1057.76072,8,27,17.37739729,365,84,41,2919.402744,Devchuli
1955,0,0,29,127,266.473427,620.6790751,48,38,15.87215392,365,75,35,2412.567395,Devchuli
1956,0,0,87,117,458.9316883,1051.710579,16,6,17.90942251,366,88,46,3062.511249,Devchuli
1957,0,0,47,60,485.835199,1199.170211,44,0,18.2159901,365,71,32,2550.238615,Devchuli
1958,0,0,34,112,125.444608,1021.085509,27,7,16.17560201,365,79,37,2620.447525,Devchuli
1959,0,0,92,75,299.351545,1002.229402,27,0,18.32019923,365,96,52,3114.433869,Devchuli
1960,0,0,78,102,0,725.4896241,54,6,15.10147923,366,74,31,2325.627801,Devchuli
1961,0,0,24,117,230.782673,1145.394269,13,17,15.62279882,365,91,40,2952.708978,Devchuli
1962,0,0,49,68,858.5160389,1664.170864,0,0,19.9292299,365,95,45,3567.332151,Devchuli
1963,0,0,47,99,393.5308421,1104.491729,6,6,16.6861498,365,96,51,3053.565414,Devchuli
1964,0,1,122,109,339.453319,902.5969126,64,43,16.99016259,366,81,36,2616.485039,Devchuli
1965,0,0,26,45,0,793.7952411,48,50,14.3196361,365,77,35,2462.977408,Devchuli
1966,0,0,47,107,511.30865,1147.618418,48,32,17.34681861,365,64,34,2602.022791,Devchuli
1967,0,0,46,125,142.630783,756.3483358,11,21,15.22724948,365,87,40,2573.405163,Devchuli
1968,0,0,53,132,1642.608242,2282.518374,9,23,25.0056289,366,92,45,4250.956912,Devchuli
1969,0,0,31,112,0,164.3909742,19,8,11.54503666,365,75,29,1939.566159,Devchuli
1970,0,0,69,110,628.3971839,1266.329648,6,16,18.51018987,365,93,42,3109.711898,Devchuli
1971,0,0,88,110,133.1625134,670.2388034,7,18,13.56114333,365,100,36,2820.717813,Devchuli
1972,0,0,33,68,159.4587474,701.2327982,31,7,14.14280501,366,61,35,2234.563192,Devchuli
1973,0,0,40,126,736.9997877,1702.140194,22,6,18.75379766,365,88,42,3525.713961,Devchuli
1974,0,0,51,106,301.167782,1056.428914,12,43,15.16551597,365,79,32,2744.95839,Devchuli
1975,0,0,62,75,401.8489568,1124.206974,8,16,16.32045331,365,89,36,2872.399782,Devchuli
1976,0,0,42,93,135.817166,811.2418828,0,15,16.45845289,366,90,40,2666.269368,Devchuli
1977,0,0,86,51,0,280.625316,6,6,10.21019111,365,66,21,1960.356694,Devchuli
1978,0,0,22,70,469.029145,823.9807306,6,8,14.81450793,365,78,32,2622.167903,Devchuli
1979,0,0,44,60,0,494.1225548,27,13,14.1303147,365,72,42,2303.241296,Devchuli
1980,0,0,58,84,0,350.2556337,18,0,11.60983022,366,75,20,2031.720288,Devchuli
1981,0,0,33,92,0,481.7375717,0,0,12.18802213,365,65,32,2145.091895,Devchuli
1982,0,0,73,87,124.149508,665.9832476,0,9,12.31036321,365,65,25,2129.692836,Devchuli
1983,0,0,36,52,0,166.1570082,7,0,10.9652264,365,68,28,1907.949394,Devchuli
1984,0,0,33,66,335.4101217,839.1431967,28,23,15.49764156,366,76,37,2479.62265,Devchuli
1985,0,0,49,77,0,652.7801838,24,8,12.62424354,365,72,30,2259.739594,Devchuli
1986,0,0,28,58,0,290.2857042,9,14,12.65247697,365,78,35,2112.963655,Devchuli
1987,0,0,41,93,275.891004,1204.633243,18,0,14.6879688,365,58,32,2526.330634,Devchuli
1988,0,0,50,94,299.183168,650.373411,34,0,12.91245977,366,64,21,2143.468322,Devchuli
1989,0,0,39,121,277.6125015,603.30261,21,9,13.8950308,365,73,31,2403.840329,Devchuli
1990,0,0,74,161,0,435.6359753,16,0,11.67189222,365,82,28,2416.081689,Devchuli
1991,0,0,75,86,233.233744,400.7979202,6,0,10.9661273,365,62,19,1919.072278,Devchuli
1992,0,0,38,56,0,322.2962867,7,16,10.71482271,366,60,24,1767.945748,Devchuli
1993,0,0,75,94,0,403.086375,0,7,12.80072524,365,89,31,2329.731994,Devchuli
1994,0,0,57,86,0,347.543808,13,7,12.11690118,365,69,26,1950.82109,Devchuli
1995,0,0,43,91,353.221991,1404.032815,17,0,15.86011194,365,64,36,2759.659478,Devchuli
1996,0,0,22,75,352.646809,877.9034485,0,0,14.29441178,366,67,28,2444.344414,Devchuli
1997,0,0,63,89,284.4358332,764.2815815,0,23,11.82758187,365,62,21,2259.068138,Devchuli
1998,0,0,29,86,730.280287,1347.216971,7,0,16.61692704,365,85,35,3107.365357,Devchuli
1999,0,0,62,102,671.331502,1372.347453,28,0,16.65284313,365,68,29,2747.719117,Devchuli
2000,0,0,65,82,224.397182,616.8842357,9,16,12.79037851,366,76,30,2391.800782,Devchuli
2001,0,0,27,123,122.5168555,525.2403997,0,0,12.83706887,365,86,34,2451.880154,Devchuli
2002,0,0,70,103,574.1715675,839.1648983,0,0,14.7285351,365,86,30,2754.236064,Devchuli
2003,0,0,60,69,413.859639,930.9870787,0,8,15.62685466,365,82,33,2734.699565,Devchuli
2004,0,0,28,150,146.103699,598.0169488,8,0,13.15092742,366,81,29,2472.374355,Devchuli
2005,0,0,44,52,166.9871228,406.6029238,0,0,10.81789602,365,55,18,1763.317051,Devchuli
2006,0,0,94,60,0,335.7387401,7,0,11.28342775,365,67,27,2008.45014,Devchuli
2007,0,0,32,59,420.328536,1804.660515,0,9,18.70481806,365,87,45,3535.210613,Devchuli
2008,0,0,51,68,190.586776,855.120262,6,7,14.55840398,366,75,36,2649.629524,Devchuli
2009,0,0,43,62,423.7871615,732.3029005,39,0,15.12616697,365,68,32,2284.051212,Devchuli
2010,0,0,45,109,888.713943,1171.396487,25,0,16.28627668,365,76,29,2752.380759,Devchuli
2011,0,0,29,66,0,638.7352195,0,6,12.13238703,365,75,31,2402.212632,Devchuli
2012,0,0,22,83,239.369504,836.971576,12,23,14.46477679,366,58,25,2198.646072,Devchuli
2013,0,0,85,121,120.883829,287.889171,0,6,11.19552935,365,71,28,2104.759518,Devchuli
2014,0,0,36,92,640.0616737,1058.211697,8,0,14.63493713,365,69,21,2531.844124,Devchuli
2015,0,0,21,100,120.098206,234.7407613,0,0,10.23701617,365,77,20,1904.085008,Devchuli
2016,0,0,62,90,300.031701,967.1495433,13,0,15.57949143,366,92,37,2851.046931,Devchuli
2017,0,0,31,71,708.142729,1238.771366,16,0,15.758599,365,79,31,2994.13381,Devchuli
2018,0,0,86,60,137.49402,435.184486,6,7,13.90125367,365,90,37,2502.22566,Devchuli
2019,0,0,38,56,383.0825755,955.8222423,0,0,13.76314883,365,73,31,2711.340319,Devchuli
2020,0,0,18,93,330.1925333,1119.102826,22,0,15.331202,366,84,47,3158.227612,Devchuli
2021,0,0,104,139,424.5164831,1425.72663,12,0,17.7587534,365,91,44,3338.645638,Devchuli
2022,0,0,49,102,0,281.047813,8,0,10.54128896,365,69,24,2087.175214,Devchuli
1950,0,0,23,107,138.484942,758.1041035,8,8,13.13390444,365,91,42,2902.592881,Devghat
1951,0,0,24,110,394.457613,980.5072727,0,0,13.35827245,365,75,27,2671.65449,Devghat
1952,0,0,18,177,279.1737681,762.2528369,0,6,12.03489432,366,79,33,2792.095483,Devghat
1953,0,0,39,125,118.672731,627.553938,0,21,10.84478541,365,72,27,2429.231931,Devghat
1954,0,0,57,121,399.459693,1348.837434,7,26,17.66517944,365,78,36,3056.076044,Devghat
1955,0,0,55,127,343.0463184,822.2713536,45,37,16.25066971,365,74,38,2437.600457,Devghat
1956,0,0,71,117,462.5942315,901.168651,16,9,14.70200041,366,73,30,2543.446071,Devghat
1957,0,0,33,60,469.238215,976.698258,44,0,16.88763403,365,62,23,2279.830594,Devghat
1958,0,0,24,102,0,896.8062337,27,14,15.89722294,365,74,34,2352.788995,Devghat
1959,0,0,93,55,245.254966,680.8893871,29,0,14.84026283,365,82,35,2537.684945,Devghat
1960,0,0,100,89,406.269868,804.2538464,51,7,15.3428381,366,65,25,2178.683011,Devghat
1961,0,0,28,98,326.101422,1019.598285,13,8,14.33224255,365,73,27,2536.806931,Devghat
1962,0,0,49,68,805.7019868,1537.51752,0,7,17.91416638,365,81,33,3099.150784,Devghat
1963,0,0,36,99,119.489866,867.9564731,0,0,14.7037068,365,84,38,2573.148689,Devghat
1964,0,1,71,109,522.936243,956.4749707,57,18,16.07986217,366,71,31,2444.139051,Devghat
1965,0,0,26,43,0,824.2683452,37,18,14.512244,365,72,29,2278.422308,Devghat
1966,0,0,52,107,648.952265,1254.275195,53,9,17.45876668,365,67,33,2566.438702,Devghat
1967,0,0,73,121,0,716.4896141,20,15,14.02186522,365,76,28,2271.542166,Devghat
1968,0,0,35,123,1059.430996,1634.587171,15,15,19.27665871,366,78,36,3219.202004,Devghat
1969,0,0,31,118,0,111.7209635,9,6,9.906776442,365,63,17,1585.084231,Devghat
1970,0,0,70,96,622.2552561,1385.43003,0,16,18.37393189,365,78,37,3068.446625,Devghat
1971,0,0,87,110,0,886.0305902,0,6,13.1078762,365,79,28,2647.790992,Devghat
1972,0,0,30,67,155.6723958,1015.012332,28,0,14.71533851,366,59,32,2236.731453,Devghat
1973,0,0,46,73,569.9086839,1318.070384,24,6,16.08283192,365,70,30,2894.909745,Devghat
1974,0,0,49,104,137.664326,953.0902879,18,34,15.22944472,365,64,31,2467.170045,Devghat
1975,0,0,62,74,0,977.4420774,9,0,14.61986652,365,74,27,2456.137575,Devghat
1976,0,0,54,117,241.8603367,790.4055162,0,12,14.57111285,366,61,32,2345.949169,Devghat
1977,0,0,74,51,338.620173,527.414221,0,6,11.17179283,365,56,20,1955.063745,Devghat
1978,0,0,25,70,593.2710363,906.2758765,6,8,14.22707233,365,61,24,2390.148151,Devghat
1979,0,0,44,60,136.623717,833.1006372,27,14,13.83417658,365,60,28,2185.799899,Devghat
1980,0,0,51,84,0,273.646229,25,0,10.66595653,366,62,25,1770.548783,Devghat
1981,0,0,33,92,0,516.2725421,0,0,11.54078455,365,57,29,1973.474159,Devghat
1982,0,0,57,69,0,554.9838784,0,16,11.06063812,365,57,16,1780.762738,Devghat
1983,0,0,36,51,0,123.796043,7,6,10.43109421,365,57,22,1679.406168,Devghat
1984,0,0,55,71,331.026182,896.5418647,21,19,15.11859159,366,65,30,2328.263105,Devghat
1985,0,0,49,91,262.5452655,526.9281455,19,6,11.82610033,365,58,24,2105.045858,Devghat
1986,0,0,28,113,0,195.0079035,9,0,11.22132734,365,63,27,1795.412375,Devghat
1987,0,0,30,81,279.056417,1186.753869,24,0,15.44531698,365,50,32,2347.688181,Devghat
1988,0,0,77,105,152.339924,709.2479195,32,7,12.5964619,366,59,24,2065.819752,Devghat
1989,0,0,39,66,438.8652752,853.5933245,22,0,13.63155555,365,61,25,2290.101332,Devghat
1990,0,0,46,103,144.571019,556.7934582,14,0,11.73232976,365,73,29,2323.001292,Devghat
1991,0,0,39,86,223.685489,304.9593085,6,0,9.518583611,365,53,11,1656.233548,Devghat
1992,0,0,38,56,0,253.104762,7,7,9.129371273,366,47,12,1451.570032,Devghat
1993,0,0,73,94,0,419.1109813,0,0,11.97207105,365,72,29,2131.028647,Devghat
1994,0,0,50,57,0,329.8213245,14,12,9.993911636,365,56,14,1589.03195,Devghat
1995,0,0,43,58,438.393677,1206.123993,14,0,15.7403716,365,65,28,2534.199828,Devghat
1996,0,0,30,61,292.025553,563.0851207,0,0,11.8378765,366,61,20,1976.925375,Devghat
1997,0,0,63,71,175.248421,619.290765,0,13,10.48933211,365,50,21,1940.526441,Devghat
1998,0,0,29,86,615.225602,1294.783562,7,0,15.57584528,365,69,28,2850.379686,Devghat
1999,0,0,68,79,726.277818,1084.80384,28,0,14.35222166,365,52,23,2339.41213,Devghat
2000,0,0,65,73,196.713578,477.740321,8,6,11.54992725,366,67,25,2090.536832,Devghat
2001,0,0,28,123,0,439.247905,0,0,10.79773641,365,65,22,2008.378973,Devghat
2002,0,0,37,88,487.5714113,803.1770591,0,0,12.84099261,365,60,31,2388.424625,Devghat
2003,0,0,23,60,402.518581,716.5278785,0,8,13.81877515,365,71,29,2376.829326,Devghat
2004,0,0,29,123,239.279262,548.3487763,8,0,12.0483298,366,70,29,2228.941013,Devghat
